name,asin,price,price_parsed,old_price,old_price_parsed,strike_price,price_saving,currency,availability,shipping,prime,merchant_info,rating,reviews,categories,about,description,coupon_save,badge,summary_badge,short_url,url,ref_url,store_title,store_url,details_average_battery_life_(in_hours),details_batteries,details_best_sellers_rank,details_brand,details_color,details_connectivity_technologies,details_country_of_origin,details_customer_reviews,details_date_first_available,details_department,details_hardware_platform,details_is_discontinued_by_manufacturer,details_item_dimensions_lxwxh,details_item_model_number,details_item_weight,details_manufacturer,details_operating_system,details_os,details_other_display_features,details_package_dimensions,details_power_source,details_product_dimensions,details_series,details_special_features,details_whats_in_the_box,image_1,image_2,image_3,image_4,image_5,overview_brand,overview_color,overview_connectivity_technology,overview_movement_detection_technology,overview_special_feature,position,query
"Redragon M612 Predator RGB Gaming Mouse, 8000 DPI Wired Optical Gamer Mouse with 11 Programmable Buttons & 5 Backlit Modes, Software Supports DIY Keybinds Rapid Fire Button",B08SJ5Z8JL,16.48,16.48,$24.99,24.99,,0.0,$,In Stock In Stock,"GetFast, Free ShippingwithAmazon PrimeGetFast, Free ShippingwithAmazon Prime",True,,4.6,4097,"Video Games, PC, Accessories, Gaming Mice","Pentakill, 5 DPI Levels - Geared with 5 redefinable DPI levels (default as: 500/1000/2000/3000/4000), easy to switch between different game needs. Dedicated demand of DPI options between 500-8000 is also available to be processed by software., Any Button is Reassignable - 11 programmable buttons are all editable with customizable tactical keybinds in whatever game or work you are engaging. 1 rapid fire + 2 side macro buttons offer you a better gaming and working experience., Comfort Grip with Details - The skin-friendly frosted coating is the main comfort grip of the mouse surface, which offers you the most enjoyable fingerprint-free tactility. The left side equipped with rubber texture strengthened the friction and made the mouse easier to control., 5 Decent Backlit Modes - Turn the backlit on and make some kills in your gaming battlefield. The hyped dynamic RGB backlit vibe will never let you down when decorating your gaming space, it would be better with other Redragon accessories with lights on., Fatigue Killer with Ergonomic Design - Solid frame with a streamlined and general claw-grip design offers each gamer a satisfying and comfortable gaming experience with less fatigue even though after hours of use.","DIY As Much As You Want The powerful M612 software supports DPI redefinition, 5 levels are both detailed to XY coordinate system adjustable between 500-8000. Check our base website Redragonshop to download. Remap The Buttons Out All buttons on M612 are able to be reassigned and keybinded, set macros from one click to complex combo keybinds easily.  Other functions like rapid fire, profile switch, media control are all ready to go with your order. Precision Actuation With advanced optical sensor, M612 is designed for more stable and accurate data transmission. Equipped with reporting rate adjustable function, every single click will be triggered at once. M612 M991 M908 M913 M686 M808-WT Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.6 out of 5 stars 4,097 4.6 out of 5 stars 1,468 4.4 out of 5 stars 13,911 4.4 out of 5 stars 13,911 4.5 out of 5 stars 3,618 4.4 out of 5 stars 835 Price $16.48 $ 16 . 48 $42.99 $ 42 . 99 $32.89 $ 32 . 89 $46.99 $ 46 . 99 $39.99 $ 39 . 99 $29.99 $ 29 . 99 Wired/Wireless Wired 2.4G Wireless/Wired Wired Wireless/Wired Wireless/Wired Wired Sensor Optical Pixart 3104 Optical Pixart 3370 Optical Pixart 3327 Optical Pixart 3335 Optical Pixart 3335 Optical Pixart 3327 DPI 500-8,000 100-19,000 100-12,400 100-16,000 100-16,000 100-12,400 ACC 15G 50G 30G 40G 40G 30G Programmable Buttons 11 9 20 16 8 7 Backlit RGB RGB RGB RGB RGB RGB Adjustable Weights / / 8x2.4g / / / Switch Type HUANO HUANO HUANO HUANO HUANO HUANO Software ✓ ✓ ✓ ✓ ✓ ✓",,Amazon's Choice,Overall Pick,https://www.amazon.com/Redragon-M612-Predator-Programmable-Software/dp/B08SJ5Z8JL,https://www.amazon.com/Redragon-M612-Predator-Programmable-Software/dp/B08SJ5Z8JL/ref=sr_1_1?crid=3J4TXQQ91TBSQ&dib=eyJ2IjoiMSJ9.7y9vC8QceKnNSkDCMt_cpVZfuKgGlO4yREW8RaiugzBxK0StNQRLYW9hCrq4j0v4_p2xr45bEEl_Gbb3CDp8xbBmhfgrRfQGGUAIyXT64mZSl5eyqiMMYFrycLIjTKJ5T3xjy46sKLd1aTxRsab2jmKjliC-0qGW9qAxXdakZD4vJ-gR-JNEB8SJEXmbzpSpqVdSvEhcid4XcaeLG5UuYDpHP04XgD4IXj8KWE_aFnY.IgclKj0pSKKJri1n4fX5gHgUuYDZgwxv1BvRKsFUe28&dib_tag=se&keywords=gaming+mouse&qid=1717863854&sprefix=gamming+mouse%2Caps%2C90&sr=8-1,https://www.amazon.com/s?k=gamming+mouse&crid=3J4TXQQ91TBSQ&sprefix=gamming+mouse%2Caps%2C90&ref=nb_sb_noss_2,Redragon Store,https://www.amazon.com/stores/REDRAGON/page/C9D23970-BAEE-41FD-9E1B-F6B3A3B895ED?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,,,#56 in Video Games ( See Top 100 in Video Games ) #3 in PC Gaming Mice,,,,China,4.6 out of 5 stars,"January 8, 2021",,,,,M612-RGB,5.1 ounces,Redragon,,,,,,5 x 3 x 0.04 inches,,,,https://m.media-amazon.com/images/I/31H-GJo2zEL.jpg,https://m.media-amazon.com/images/I/41q1GNG1pQL.jpg,https://m.media-amazon.com/images/I/41HmhzIGIsL.jpg,https://m.media-amazon.com/images/I/41CCA2zWHsL.jpg,https://m.media-amazon.com/images/I/51oiY3gPV5L.jpg,Redragon,Black,USB,Optical,"Rapid Fire Key, Comfort Grip, Macro Keys",1,https://www.amazon.com/s?k=gamming+mouse&crid=3J4TXQQ91TBSQ&sprefix=gamming+mouse%2Caps%2C90&ref=nb_sb_noss_2
"Logitech G502 HERO High Performance Wired Gaming Mouse, HERO 25K Sensor, 25,600 DPI, RGB, Adjustable Weights, 11 Programmable Buttons, On-Board Memory, PC / Mac",B07GBZ4Q68,39.76,39.76,$79.99,79.99,,0.0,$,In Stock In Stock,,True,,4.7,51599,"Video Games, PC, Accessories, Gaming Mice","Hero 25K sensor through a software update from G HUB, this upgrade is free to all players: Our most advanced, with 1:1 tracking, 400-plus ips, and 100 - 25,600 max dpi sensitivity plus zero smoothing, filtering, or acceleration, 11 customizable buttons and onboard memory: Assign custom commands to the buttons and save up to five ready to play profiles directly to the mouse, Adjustable weight system: Arrange up to five removable 3.6 grams weights inside the mouse for personalized weight and balance tuning, Programmable RGB Lighting and Lightsync technology: Customize lighting from nearly 16.8 million colors to match your team's colors, sport your own or sync colors with other Logitech G gear, Mechanical switch button tensioning: Metal spring tensioning system and pivot hinges are built into left and right gaming mouse buttons for a crisp, clean click feel with rapid click feedback, 1 year hardware limited warranty. USB report rate: 1000Hz (1ms), Microprocessor: 32-bit ARM. Use Logitech G HUB to save your settings to the on board memory on the mouse and take them with you. Your saved settings will work on any PC without additional software or any login required.","Logitech updated its iconic G502 gaming mouse to deliver even higher performance and more precise functionality than ever. Logitech G502 Hero high Performance Gaming mouse features the next generation Hero 16K Optical sensor, The highest performing and most efficient gaming sensor Logitech has ever made. An all-New lens and an updated tracking algorithm deliver ultra-precise tracking with no acceleration, smoothing, or filtering over the entire DPI range. Now, customize RGB mouse lighting to match your style and environment or sync to other Logitech G products. No matter your gaming style, It's easy to tweak G502 Hero to match your requirements, with custom profiles for your games, adjustable sensitivity from 200 up to 16, 000 DPI, and a tunable weight system that allows for tuning and balancing of up to five 3. 6G weights for just the right balance and feel.",,Amazon's Choice,Popular Brand Pick,https://www.amazon.com/Logitech-G502-Performance-Gaming-Mouse/dp/B07GBZ4Q68,https://www.amazon.com/Logitech-G502-Performance-Gaming-Mouse/dp/B07GBZ4Q68/ref=sr_1_2?crid=3J4TXQQ91TBSQ&dib=eyJ2IjoiMSJ9.7y9vC8QceKnNSkDCMt_cpVZfuKgGlO4yREW8RaiugzBxK0StNQRLYW9hCrq4j0v4_p2xr45bEEl_Gbb3CDp8xbBmhfgrRfQGGUAIyXT64mZSl5eyqiMMYFrycLIjTKJ5T3xjy46sKLd1aTxRsab2jmKjliC-0qGW9qAxXdakZD4vJ-gR-JNEB8SJEXmbzpSpqVdSvEhcid4XcaeLG5UuYDpHP04XgD4IXj8KWE_aFnY.IgclKj0pSKKJri1n4fX5gHgUuYDZgwxv1BvRKsFUe28&dib_tag=se&keywords=gaming+mouse&qid=1717863854&sprefix=gamming+mouse%2Caps%2C90&sr=8-2,https://www.amazon.com/s?k=gamming+mouse&crid=3J4TXQQ91TBSQ&sprefix=gamming+mouse%2Caps%2C90&ref=nb_sb_noss_2,Logitech G Store,https://www.amazon.com/stores/LogitechG/page/0F4BFDF6-CD4A-4A8C-83A2-3104165D740C?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,,‎1 AA batteries required. (included),#18 in Video Games ( See Top 100 in Video Games ) #1 in PC Gaming Mice,‎Logitech G,‎Black,,‎China,4.7 out of 5 stars,"‎August 24, 2018",‎mouse,‎PC,‎No,‎2.95 x 1.57 x 0.1 inches,‎910-005469,‎4.3 ounces,‎Logitech,‎OS,,,,‎Corded Electric,‎2.95 x 1.57 x 0.1 inches,‎Logitech G502 HERO High Performance Gaming Mouse,,,https://m.media-amazon.com/images/I/4189N8RLVYL.jpg,https://m.media-amazon.com/images/I/518Gk0TvplL.jpg,https://m.media-amazon.com/images/I/41D4XPq8fOL.jpg,https://m.media-amazon.com/images/I/41jeMMewdAL.jpg,https://m.media-amazon.com/images/I/41g4yJ4j9LL.jpg,Logitech G,Black,USB,Optical,"Programmable Buttons, Touch Scroll, LED Lights",2,https://www.amazon.com/s?k=gamming+mouse&crid=3J4TXQQ91TBSQ&sprefix=gamming+mouse%2Caps%2C90&ref=nb_sb_noss_2
Razer DeathAdder Essential Gaming Mouse: 6400 DPI Optical Sensor - 5 Programmable Buttons - Mechanical Switches - Rubber Side Grips - Classic Black,B094PS5RZQ,23.49,23.49,$29.99,29.99,,0.0,$,In Stock Only 18 left in stock - order soon. In Stock,"GetFast, Free ShippingwithAmazon Prime",True,,4.4,11140,"Video Games, PC, Accessories, Gaming Mice","HIGH-PRECISION 6,400 DPI OPTICAL SENSOR — Offers on-the-fly sensitivity adjustment through dedicated DPI buttons (reprogrammable) for gaming and creative work, DURABLE MECHANICAL SWITCHES — Supports up to 10 million clicks, backed by a 2 year warranty, RIDGED, RUBBERIZED SCROLL WHEEL FOR MAXIMUM ACCURACY — Small, tactile bumps increases grip and allows for more controlled scrolling in high-stakes gaming situations, 5 PROGRAMMABLE BUTTONS — Allows for button remapping and assignment of complex macro functions through Razer Synapse, #1 SELLING PC GAMING PERIPHERALS BRAND IN THE U.S. — Source — Circana, Retail Tracking Service, U.S., Dollar Sales, Gaming Designed Mice, Keyboards, and PC Headsets, Jan. 2019- Dec. 2023 combined","The Razer DeathAdder essential retains the classic ergonomic form that's been a hallmark of previous Razer DeathAdder generations. Its sleek and distinct body is designed for comfort, allowing you to maintain high levels of performance throughout long gaming marathons, so you'll never falter in the heat of battle.",,Amazon's Choice Amazon's Choice,,https://www.amazon.com/Razer-DeathAdder-Essential-Gaming-Mouse/dp/B094PS5RZQ,https://www.amazon.com/Razer-DeathAdder-Essential-Gaming-Mouse/dp/B094PS5RZQ/ref=sr_1_3?crid=3J4TXQQ91TBSQ&dib=eyJ2IjoiMSJ9.7y9vC8QceKnNSkDCMt_cpVZfuKgGlO4yREW8RaiugzBxK0StNQRLYW9hCrq4j0v4_p2xr45bEEl_Gbb3CDp8xbBmhfgrRfQGGUAIyXT64mZSl5eyqiMMYFrycLIjTKJ5T3xjy46sKLd1aTxRsab2jmKjliC-0qGW9qAxXdakZD4vJ-gR-JNEB8SJEXmbzpSpqVdSvEhcid4XcaeLG5UuYDpHP04XgD4IXj8KWE_aFnY.IgclKj0pSKKJri1n4fX5gHgUuYDZgwxv1BvRKsFUe28&dib_tag=se&keywords=gaming+mouse&qid=1717863854&sprefix=gamming+mouse%2Caps%2C90&sr=8-3,https://www.amazon.com/s?k=gamming+mouse&crid=3J4TXQQ91TBSQ&sprefix=gamming+mouse%2Caps%2C90&ref=nb_sb_noss_2,Razer Store,https://www.amazon.com/stores/Razer/page/CDB96030-A7CF-4B56-B70C-67086A740274?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,,,#66 in Video Games ( See Top 100 in Video Games ) #4 in PC Gaming Mice,‎Razer,‎Classic Black,,,4.4 out of 5 stars,"‎June 1, 2021",,‎PC,,‎5.01 x 2.86 x 1.69 inches,‎RZ01-03850100-R3U1,‎4.6 ounces,‎Razer,,,,,‎Corded Electric,‎5.01 x 2.86 x 1.69 inches,‎Deathadder Essential,,,https://m.media-amazon.com/images/I/31dHVsk8vKL.jpg,https://m.media-amazon.com/images/I/41h4T6+KJLS.jpg,https://m.media-amazon.com/images/I/41ZruJqEMBS.jpg,https://m.media-amazon.com/images/I/41iV6mm5lRS.jpg,https://m.media-amazon.com/images/I/41fl-Das20L.jpg,Razer,Classic Black,Wired,Optical,"Programmable Buttons, Optical Sensor, Ergonomic, Lightweight, Durable",3,https://www.amazon.com/s?k=gamming+mouse&crid=3J4TXQQ91TBSQ&sprefix=gamming+mouse%2Caps%2C90&ref=nb_sb_noss_2
"Logitech G305 LIGHTSPEED Wireless Gaming Mouse, Hero 12K Sensor, 12,000 DPI, Lightweight, 6 Programmable Buttons, 250h Battery Life, On-Board Memory, PC/Mac - Black",B07CMS5Q6P,39.88,39.88,$49.99,49.99,,0.0,$,In Stock In Stock In Stock,,True,,4.6,29650,"Video Games, PC, Accessories, Gaming Mice","HERO Gaming Sensor: Next-gen HERO mouse sensor delivers up to 10x the power efficiency over other gaming mice with exceptional accuracy and responsiveness thanks to 400 IPS precision and up to 12000 DPI sensitivity, LIGHTSPEED Wireless: Ultra-fast LIGHTSPEED Wireless technology gives you a lag-free gaming experience. The G305 wireless gaming mouse delivers incredible responsiveness and reliability with a super-fast 1ms report rate for competition-level performance. Mechanical Button Tensioning System, Ultra-Long Battery Life: The G305 wireless Logitech mouse boasts an incredible 250 hours of continuous gameplay on a single AA battery so you can play at peak performance without worrying about running out of power, Lightweight design: Thanks to an efficient mechanical design, the G305 gaming mouse weighs in at only 99 grams for high manoeuvrability, Compact, portable design with convenient built-in storage for included USB wireless receiver. Max. speed: > 400 IPS, Portable Convenience: The durable, compact design with built-in USB receiver storage makes the G305 means you can take it with you., 2-year limited hardware warranty","Play advanced without wires or limits. logitech G G305 LIGHTSPEED is a wireless gaming mouse designed for high-performance in your favorite PC games. G305 features the next-gen logitech G HERO optical sensor with 200 to 12,000 DPI sensitivity for competition-level accuracy. LIGHTSPEED wireless technology gives you super-fast 1 millisecond performance that’s as fast as wired. With incredible power-efficiency, G305 stays powered and ready to play for up to 250 hours on a single included AA battery. Play anywhere with an ultra-portable, lightweight gaming mouse that weighs in at only 99 grams, is easy to take with you, and has built-in storage for the included USB wireless receiver. Use logitech G Gaming Software to quickly program 6 buttons with instant multi-action commands, DPI settings and more. G305 is the Lightspeed wireless mouse for all.",,Amazon's Choice,Best Seller,https://www.amazon.com/Logitech-LIGHTSPEED-Wireless-Gaming-Mouse/dp/B07CMS5Q6P,https://www.amazon.com/Logitech-LIGHTSPEED-Wireless-Gaming-Mouse/dp/B07CMS5Q6P/ref=sr_1_4?crid=3J4TXQQ91TBSQ&dib=eyJ2IjoiMSJ9.7y9vC8QceKnNSkDCMt_cpVZfuKgGlO4yREW8RaiugzBxK0StNQRLYW9hCrq4j0v4_p2xr45bEEl_Gbb3CDp8xbBmhfgrRfQGGUAIyXT64mZSl5eyqiMMYFrycLIjTKJ5T3xjy46sKLd1aTxRsab2jmKjliC-0qGW9qAxXdakZD4vJ-gR-JNEB8SJEXmbzpSpqVdSvEhcid4XcaeLG5UuYDpHP04XgD4IXj8KWE_aFnY.IgclKj0pSKKJri1n4fX5gHgUuYDZgwxv1BvRKsFUe28&dib_tag=se&keywords=gaming+mouse&qid=1717863854&sprefix=gamming+mouse%2Caps%2C90&sr=8-4,https://www.amazon.com/s?k=gamming+mouse&crid=3J4TXQQ91TBSQ&sprefix=gamming+mouse%2Caps%2C90&ref=nb_sb_noss_2,Logitech G Store,https://www.amazon.com/stores/LogitechG/page/0F4BFDF6-CD4A-4A8C-83A2-3104165D740C?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,‎250 Hours,‎1 AA batteries required. (included),#33 in Video Games ( See Top 100 in Video Games ) #1 in Mac Gaming Mice #2 in PC Gaming Mice,‎Logitech G,‎Black,,‎China,4.6 out of 5 stars,"‎May 15, 2018",,‎PC/Mac,‎No,‎2.45 x 1.5 x 4.6 inches,‎910-005280,‎3.36 ounces,‎Logitech,‎Microsoft Windows,,,,‎Battery Powered,‎2.45 x 1.5 x 4.6 inches,‎G305,,,https://m.media-amazon.com/images/I/31+saSWhrFL.jpg,https://m.media-amazon.com/images/I/41aGnaihzKL.jpg,https://m.media-amazon.com/images/I/41Oxi8OgRWL.jpg,https://m.media-amazon.com/images/I/41XTtcUKb3L.jpg,https://m.media-amazon.com/images/I/41CQToL98fL.jpg,Logitech G,Black,Wireless,Optical,"Wireless, Lightweight, Programmable Buttons, Onboard Memory, Lightweight, Portable, Long Battery Life See more",4,https://www.amazon.com/s?k=gamming+mouse&crid=3J4TXQQ91TBSQ&sprefix=gamming+mouse%2Caps%2C90&ref=nb_sb_noss_2
