name,asin,price,price_parsed,old_price,old_price_parsed,strike_price,price_saving,currency,availability,shipping,prime,merchant_info,rating,reviews,categories,about,description,coupon_save,badge,summary_badge,short_url,url,ref_url,store_title,store_url,details_aspect_ratio,details_best_sellers_rank,details_brand,details_cable_length,details_color,details_country_of_origin,details_customer_reviews,details_date_first_available,details_image_brightness,details_is_discontinued_by_manufacturer,details_item_dimensions_lxwxh,details_item_model_number,details_item_weight,details_manufacturer,details_max_screen_resolution,details_product_dimensions,details_resolution,details_screen_resolution,details_series,details_standing_screen_display_size,details_total_usb_ports,details_voltage,image_1,image_2,image_3,image_4,image_5,overview_aspect_ratio,overview_brand,overview_resolution,overview_screen_size,overview_screen_surface_description,position,query
"PHILIPS 22 inch Class Thin Full HD (1920 x 1080) Monitor, 100Hz Refresh Rate, VESA, HDMI x1, VGA x1, LowBlue Mode, Adaptive Sync, 4 Year Advance Replacement Warranty, 221V8LB",B0CVM2GJCN,69.99,69.99,,,,0.0,$,In Stock,,True,,4.6,3852,"Electronics, Computers & Accessories, Monitors","CRISP CLARITY: This 22 inch class (21.5″ viewable) Philips V line monitor delivers crisp Full HD 1920x1080 visuals. Enjoy movies, shows and videos with remarkable detail, 100HZ FAST REFRESH RATE: 100Hz brings your favorite movies and video games to life. Stream, binge, and play effortlessly, SMOOTH ACTION WITH ADAPTIVE-SYNC: Adaptive-Sync technology ensures fluid action sequences and rapid response time. Every frame will be rendered smoothly with crystal clarity and without stutter, INCREDIBLE CONTRAST: The VA panel produces brighter whites and deeper blacks. You get true-to-life images and more gradients with 16.7 million colors, THE PERFECT VIEW: The 178/178 degree extra wide viewing angle prevents the shifting of colors when viewed from an offset angle, so you always get consistent colors, WORK SEAMLESSLY: This sleek monitor is virtually bezel-free on three sides, so the screen looks even bigger for the viewer. This minimalistic design also allows for seamless multi-monitor setups that enhance your workflow and boost productivity, A BETTER READING EXPERIENCE: For busy office workers, EasyRead mode provides a more paper-like experience for when viewing lengthy documents, DESIGNED FOR YOUR WELLBEING: Philips monitors use LowBlue Mode to reduce harmful shortwave blue light. Flicker-free technology alleviates eye fatigue for more comfortable extended computing, USER CONVENIENCE: Robust connections include HDMI 1.4, VGA and audio out. VESA compatibility gives you flexible mounting options, PEACE OF MIND: Philips monitors come with 4-Year Advance Replacement Warranty in the United States, minimizing downtime","The Philips 221V8LB 22"" class monitor boasts Full HD 1920x1080 picture quality for an incredible sense of depth and clarity. With a wide viewing angle VA display and 16.7 million colors, you get vivid images with detail from every vantage point. Switch from working to gaming seamlessly with 100Hz speedy refresh rate. Adaptive-Sync technology ensures fluid action sequences and rapid response time. Every frame will be rendered smoothly with crystal clarity and without stutter. Whether you’re a demanding professional requiring extremely detailed information for CAD-CAM solutions, using 3D graphic applications, or a financial wizard working on huge spreadsheets, this display will make your work easier and more efficient. Philip LowBlue Mode and flicker-free technology protects your eyes from harmful blue rays and prevents eye fatigue.",,Amazon's Choice,Overall Pick,https://www.amazon.com/PHILIPS-Adaptive-Replacement-Warranty-221V8LB/dp/B0CVM2GJCN,https://www.amazon.com/PHILIPS-Adaptive-Replacement-Warranty-221V8LB/dp/B0CVM2GJCN/ref=sr_1_1?crid=30NAU6QEKO8YQ&dib=eyJ2IjoiMSJ9.RMFHaHtAY21N2AUMbbSH4YBoCLF8wfxWIo3wpRcNK3WASWcg9H5WSW1PZH5bnVsNV0Oa_2dC5dHb1_HYwLD9cB3moYlKc8hCB9kXm5vomWZghq2X6TtMelTUrAWBS4dFpgWRUFBXuN72pT-Ra8l2HC-MG8g-dV7oFIs-Y8VCJx50pksUM4i4WkbFJGvGu5UtBnPYIyK6Mo4oZmVyGhn9rqfbiz4Pf8Ig4n5biabeVgk.i72BiaRdR8aZymX-Q2Fv0dlmnXkR6Vwk6WY3Bo--1aY&dib_tag=se&keywords=monitor&qid=1719081462&sprefix=monitor%2Caps%2C122&sr=8-1,https://www.amazon.com/s?k=monitor&crid=30NAU6QEKO8YQ&sprefix=monitor%2Caps%2C122&ref=nb_sb_noss_1,PHILIPS Store,https://www.amazon.com/stores/PhilipsComputerMonitors/page/FBF8895D-E82B-4D86-A6D5-979430B390F6?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,,#141 in Electronics ( See Top 100 in Electronics ) #3 in Computer Monitors,‎Philips Computer Monitors,,‎Black,‎China,4.6 out of 5 stars,"‎February 13, 2024",,,‎8.6 x 19.4 x 14.5 inches,‎221V8LB,‎9.28 pounds,‎Philips,‎1920 x 1080 Pixels,‎8.6 x 19.4 x 14.5 inches,,‎1920x1080,‎221V8LB,‎21.5 Inches,,‎240 Volts (AC),https://m.media-amazon.com/images/I/51ASfnOoCbL.jpg,https://m.media-amazon.com/images/I/41pfg99tcEL.jpg,https://m.media-amazon.com/images/I/51-P79P1bHL.jpg,https://m.media-amazon.com/images/I/415IOmUlvVL.jpg,https://m.media-amazon.com/images/I/61ePxcSVVKL.jpg,16:9,Philips Computer Monitors,FHD 1080p,21.5 Inches,Glossy,1,https://www.amazon.com/s?k=monitor&crid=30NAU6QEKO8YQ&sprefix=monitor%2Caps%2C122&ref=nb_sb_noss_1
"Sceptre 22 inch 75Hz 1080P LED Monitor 99% sRGB HDMI X2 VGA Build-In Speakers, Machine Black (E225W-19203R series)",B07774L6TT,69.97,69.97,,,,0.0,$,In Stock,,True,,4.5,9428,"Electronics, Computers & Accessories, Monitors","22"" contemporary sleek metallic profile, Frameless bezel with thin chassis;Packaging Dimension (inches) : 22.04 x 14.57 x 4.21 inches, HDMI, VGA build-in speakers. Dimensions With Stand (Inch, W x H x D) - 19.92 x 15.09 x 7.02, Without Stand (inch, W x H x D)- 19.92 x 11.92 x 1.45, VESA wall mount ready. Security : Kensington Lock, Fast response time 5ms.Brightness:250 cd/m2; Contrast Ratio: 1000 : 1, Mounting type: VESA Wall Mount Hole Pattern (mm) 75mm x 75mm. Tilt 15° backward and 5° forward","Whether you are a gamer or a movie buff, the Sceptre E225W-19203R monitor is the way to go. 1080P resolution (1920 x 1080 pixels) delivers stunning color and picture detail on a 22 inch screen. A 3 millisecond response time displays action sequences with the highest Degree of clarity. Enjoy 2X HDMI, and VGA inputs to connect all video and gaming devices.",,Amazon's Choice,Popular Brand Pick,https://www.amazon.com/Sceptre-E225W-19203R-Monitor-Speakers-Metallic/dp/B07774L6TT,https://www.amazon.com/Sceptre-E225W-19203R-Monitor-Speakers-Metallic/dp/B07774L6TT/ref=sr_1_2?crid=30NAU6QEKO8YQ&dib=eyJ2IjoiMSJ9.RMFHaHtAY21N2AUMbbSH4YBoCLF8wfxWIo3wpRcNK3WASWcg9H5WSW1PZH5bnVsNV0Oa_2dC5dHb1_HYwLD9cB3moYlKc8hCB9kXm5vomWZghq2X6TtMelTUrAWBS4dFpgWRUFBXuN72pT-Ra8l2HC-MG8g-dV7oFIs-Y8VCJx50pksUM4i4WkbFJGvGu5UtBnPYIyK6Mo4oZmVyGhn9rqfbiz4Pf8Ig4n5biabeVgk.i72BiaRdR8aZymX-Q2Fv0dlmnXkR6Vwk6WY3Bo--1aY&dib_tag=se&keywords=monitor&qid=1719081462&sprefix=monitor%2Caps%2C122&sr=8-2,https://www.amazon.com/s?k=monitor&crid=30NAU6QEKO8YQ&sprefix=monitor%2Caps%2C122&ref=nb_sb_noss_1,Sceptre Store,https://www.amazon.com/stores/SceptreInc/page/ACF6E09F-2DD3-41A9-AB26-0C549BB6EC35?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,,#350 in Electronics ( See Top 100 in Electronics ) #9 in Computer Monitors,‎Sceptre,,‎Metallic Black,‎China,4.5 out of 5 stars,"‎November 1, 2017",,‎No,‎7.02 x 19.93 x 15.09 inches,‎E225W-19203R,‎5.8 pounds,‎Sceptre,‎1920 x 1080 Pixels,‎7.02 x 19.93 x 15.09 inches,,‎1920x1080,‎3R series,‎22 Inches,,‎240 Volts,https://m.media-amazon.com/images/I/41eK2cjyCrL.jpg,https://m.media-amazon.com/images/I/51GipUvqWQL.jpg,https://m.media-amazon.com/images/I/41fbzN68o8L.jpg,https://m.media-amazon.com/images/I/412uF+wewNL.jpg,https://m.media-amazon.com/images/I/41vmHHApdqL.jpg,16:9,Sceptre,FHD 1080p,22 Inches,Glossy,2,https://www.amazon.com/s?k=monitor&crid=30NAU6QEKO8YQ&sprefix=monitor%2Caps%2C122&ref=nb_sb_noss_1
"SANSUI Monitor 24 inch 100Hz PC Monitor, VESA, HDMI VGA Ports, FHD Computer Monitor Ultra-Slim Ergonomic Tilt Eye Care for Home Office (ES-24F2, HDMI Cable Included)",B0B17KHCQN,78.67,78.67,$109.99,109.99,,0.0,$,In Stock,,True,,4.3,3612,"Electronics, Computers & Accessories, Monitors","24” Full HD 100Hz VA(1920*1080) HDR10 Monitor for Home, Game and Office, Refresh Rate:100Hz; Brightness:250Nits; FreeSync Technology; Low Blue, Anti-Glare and Anti-Flicker, Interface: HDMI 1.4/VGA Ports (HDMI Cable include / No Speakers), Ergonomic Design:Easy Mount Stable Stand, -5°~22°Tilt, 178°V/H Viewing Angle, 75×75mm VESA, Warranty: A 30-day money-back and free replacement warranty from order date and lifetime technical support.",Previous page Next page 1 100Hz丨5ms 2 FreeSync 3 HDR丨Eye-Care 4 178° View Previous page Next page,,Amazon's Choice,,https://www.amazon.com/SANSUI-Monitor-24-Ultra-Slim-Ergonomic-ES-24F1/dp/B0B17KHCQN,https://www.amazon.com/SANSUI-Monitor-24-Ultra-Slim-Ergonomic-ES-24F1/dp/B0B17KHCQN/ref=sr_1_3?crid=30NAU6QEKO8YQ&dib=eyJ2IjoiMSJ9.RMFHaHtAY21N2AUMbbSH4YBoCLF8wfxWIo3wpRcNK3WASWcg9H5WSW1PZH5bnVsNV0Oa_2dC5dHb1_HYwLD9cB3moYlKc8hCB9kXm5vomWZghq2X6TtMelTUrAWBS4dFpgWRUFBXuN72pT-Ra8l2HC-MG8g-dV7oFIs-Y8VCJx50pksUM4i4WkbFJGvGu5UtBnPYIyK6Mo4oZmVyGhn9rqfbiz4Pf8Ig4n5biabeVgk.i72BiaRdR8aZymX-Q2Fv0dlmnXkR6Vwk6WY3Bo--1aY&dib_tag=se&keywords=monitor&qid=1719081462&sprefix=monitor%2Caps%2C122&sr=8-3,https://www.amazon.com/s?k=monitor&crid=30NAU6QEKO8YQ&sprefix=monitor%2Caps%2C122&ref=nb_sb_noss_1,SANSUI Store,https://www.amazon.com/stores/SANSUI/page/20198573-65BE-4C6D-9F1C-5FB7591A1961?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,16:9,#661 in Electronics ( See Top 100 in Electronics ) #17 in Computer Monitors,,,,,4.3 out of 5 stars,"July 31, 2022",,,,ES-24F2,8.43 pounds,SANSUI,,53.8 x 18.7 x 41.4 inches,1920 x 1080 Pixels,,,24 Inches,,,https://m.media-amazon.com/images/I/41wuNz5zi1L.jpg,https://m.media-amazon.com/images/I/51gYtztCDPL.jpg,https://m.media-amazon.com/images/I/411a8DWsiFL.jpg,https://m.media-amazon.com/images/I/51qreaKPNjL.jpg,https://m.media-amazon.com/images/I/51Kne54cd5L.jpg,16:9,SANSUI,FHD 1080p,24 Inches,Matte,3,https://www.amazon.com/s?k=monitor&crid=30NAU6QEKO8YQ&sprefix=monitor%2Caps%2C122&ref=nb_sb_noss_1
"Acer KB272 EBI 27"" IPS Full HD (1920 x 1080) Zero-Frame Gaming Office Monitor | AMD FreeSync Technology | Up to 100Hz Refresh | 1ms (VRB) | Low Blue Light | Tilt | HDMI & VGA Ports,Black",B0BY9NPLP4,109.99,109.99,$154.99,154.99,,0.0,$,In Stock,,True,,4.6,1370,"Electronics, Computers & Accessories, Monitors","27"" Full HD IPS (1920 x 1080) Monitor For Home, Gaming or Office, AMD FreeSync Technology, Response Time: 1ms VRB | Refresh Rate: 100Hz (Using HDMI Port) | Brightness: 250 nits | Pixel Pitch: 0.311mm, Ergonomic Tilt: -5° to 15° | VESA Mounting Compliant (100 x 100mm), Ports: 1 x HDMI 1.4 Port & 1 x VGA Port (HDMI Cable Included)","In competitive gaming, every frame matters. Introducing Acer's KB272 gaming monitor - the Full HD resolution monitor that can keep up with your game play. Through AMD FreeSync technology, the game’s frame rate is determined by your graphics card, not the fixed refresh rate of the monitor, giving you a serious competitive edge. Plus, users can enjoy comfortable viewing experience while gaming via flicker-less and low dimming display. The design saves space on your desk and lets you place multiple monitors side by side to build a seamless big-screen display. (UM.HK2AA.E02)",,Amazon's Choice Amazon's Choice,,https://www.amazon.com/Zero-Frame-Monitor-FreeSync-Technology-Refresh/dp/B0BY9NPLP4,https://www.amazon.com/Zero-Frame-Monitor-FreeSync-Technology-Refresh/dp/B0BY9NPLP4/ref=sr_1_4?crid=30NAU6QEKO8YQ&dib=eyJ2IjoiMSJ9.RMFHaHtAY21N2AUMbbSH4YBoCLF8wfxWIo3wpRcNK3WASWcg9H5WSW1PZH5bnVsNV0Oa_2dC5dHb1_HYwLD9cB3moYlKc8hCB9kXm5vomWZghq2X6TtMelTUrAWBS4dFpgWRUFBXuN72pT-Ra8l2HC-MG8g-dV7oFIs-Y8VCJx50pksUM4i4WkbFJGvGu5UtBnPYIyK6Mo4oZmVyGhn9rqfbiz4Pf8Ig4n5biabeVgk.i72BiaRdR8aZymX-Q2Fv0dlmnXkR6Vwk6WY3Bo--1aY&dib_tag=se&keywords=monitor&qid=1719081462&sprefix=monitor%2Caps%2C122&sr=8-4,https://www.amazon.com/s?k=monitor&crid=30NAU6QEKO8YQ&sprefix=monitor%2Caps%2C122&ref=nb_sb_noss_1,acer Store,https://www.amazon.com/stores/Acer/page/0074ABD9-06D1-469D-B509-C3134D6FFFF2?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,,#422 in Electronics ( See Top 100 in Electronics ) #12 in Computer Monitors,‎acer,,‎Black,‎China,4.6 out of 5 stars,"‎April 26, 2023",,,‎7.9 x 24.5 x 18 inches,‎UM.HK2AA.E02,‎12.38 pounds,‎Acer,‎1920 x 1080,‎7.9 x 24.5 x 18 inches,,‎1920x1080,‎KB272 Ebi,‎27 Inches,,,https://m.media-amazon.com/images/I/41YjX1Rk+CL.jpg,https://m.media-amazon.com/images/I/61fp58thUYL.jpg,https://m.media-amazon.com/images/I/51POume14pL.jpg,https://m.media-amazon.com/images/I/51lgVlOiU7L.jpg,https://m.media-amazon.com/images/I/517aaKe9n5L.jpg,16:9,acer,FHD 1080p,27 Inches,Glossy,4,https://www.amazon.com/s?k=monitor&crid=30NAU6QEKO8YQ&sprefix=monitor%2Caps%2C122&ref=nb_sb_noss_1
"Sceptre Curved 24-inch Gaming Monitor 1080p R1500 98% sRGB HDMI x2 VGA Build-in Speakers, VESA Wall Mount Machine Black (C248W-1920RN Series)",B07KXSR99Y,91.31,91.31,$99.97,99.97,,0.0,$,In Stock,,True,,4.6,22065,"Electronics, Computers & Accessories, Monitors","1800R curve monitor the curved display delivers a revolutionary visual experience with a leading 1800R screen curvature as the images appear to wrap around you for an in depth, immersive experience, Hdmi, VGA & PC audio in ports, High refresh rate 75Hz.Brightness (cd/m²):250 cd/m2, Vesa wall mount ready; Lamp Life: 30,000+ Hours, Windows 10 Sceptre Monitors are fully compatible with Windows 10, the most recent operating System available on PCs.Brightness: 220 cd/M2, Pixel Pitch: 0.27156mm (H) x 0.27156 mm (V), 75 hertz","24"" Diagonal viewable curved screen HDMI, VGA & PC audio in ports Windows 10 compatible Contemporary sleek metal design with the C248W-1920RN, a slender 1800R screen curvature yields wide-ranging images that seemingly surround you. Protection and comfort are the hallmarks of this design as the metal pattern brush finish is smooth and pleasing to the touch. 1080P resolution (1920 x 1080 pixels) provides stunning color and picture detail on a 24 inch screen. Enjoy HDMI or VGA input to connect all video and gaming devices. Contrast Ratio : 3000: 1",,,,https://www.amazon.com/Sceptre-Curved-Monitor-Speakers-C248W-1920RN/dp/B07KXSR99Y,https://www.amazon.com/Sceptre-Curved-Monitor-Speakers-C248W-1920RN/dp/B07KXSR99Y/ref=sr_1_5?crid=30NAU6QEKO8YQ&dib=eyJ2IjoiMSJ9.RMFHaHtAY21N2AUMbbSH4YBoCLF8wfxWIo3wpRcNK3WASWcg9H5WSW1PZH5bnVsNV0Oa_2dC5dHb1_HYwLD9cB3moYlKc8hCB9kXm5vomWZghq2X6TtMelTUrAWBS4dFpgWRUFBXuN72pT-Ra8l2HC-MG8g-dV7oFIs-Y8VCJx50pksUM4i4WkbFJGvGu5UtBnPYIyK6Mo4oZmVyGhn9rqfbiz4Pf8Ig4n5biabeVgk.i72BiaRdR8aZymX-Q2Fv0dlmnXkR6Vwk6WY3Bo--1aY&dib_tag=se&keywords=monitor&qid=1719081462&sprefix=monitor%2Caps%2C122&sr=8-5,https://www.amazon.com/s?k=monitor&crid=30NAU6QEKO8YQ&sprefix=monitor%2Caps%2C122&ref=nb_sb_noss_1,Sceptre Store,https://www.amazon.com/stores/SceptreInc/page/ACF6E09F-2DD3-41A9-AB26-0C549BB6EC35?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,,#478 in Electronics ( See Top 100 in Electronics ) #14 in Computer Monitors,‎Sceptre,,‎Metal Black,‎China,4.6 out of 5 stars,"‎December 1, 2018",,,‎16.04 x 21.61 x 9.06 inches,‎C248W-1920RN,‎7 pounds,‎Sceptre,‎1920 x 1080 Pixels,‎16.04 x 21.61 x 9.06 inches,,‎1920x1080,,‎24 Inches,,‎110240 Volts,https://m.media-amazon.com/images/I/51qY+4ZLC9L.jpg,https://m.media-amazon.com/images/I/51lR59E2r-L.jpg,https://m.media-amazon.com/images/I/51tg9oMNeDL.jpg,https://m.media-amazon.com/images/I/51ystiSHuVL.jpg,https://m.media-amazon.com/images/I/41acA6J8XlL.jpg,16:9,Sceptre,FHD 1080p,24 Inches,Glossy,5,https://www.amazon.com/s?k=monitor&crid=30NAU6QEKO8YQ&sprefix=monitor%2Caps%2C122&ref=nb_sb_noss_1
